LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
27900,66027,102745,DebtCon,ProfExe,9,0,0,298.1032514,1,32,38.25030605
27900,69589,115061,DebtCon,Other,5,0,0,97.8638453,1,32,41.47397173
27900,62264,39604,DebtCon,Sales,10,3,1,118.7782646,7,23,48.07753147
27900,149359,192955,HomeImp,Self,0,0,0,172.5795906,1,16,40.13553136
27900,142346,185057,DebtCon,ProfExe,9,0,1,155.548699,0,36,39.39704272
27900,50988,81533,DebtCon,Office,1,0,0,167.6144501,2,18,40.62088475
27900,113843,156282,DebtCon,ProfExe,7,0,0,109.9596262,2,27,33.94246485
27900,135511,184219,DebtCon,ProfExe,1,1,0,241.0522835,2,19,38.60649271
27900,90694,121543,DebtCon,Mgr,5,2,1,107.0462506,8,15,0.838117525
28000,58002,86427,DebtCon,Other,9,0,1,129.575352,2,29,39.36269322
28000,59775,87390,DebtCon,Other,8,0,0,138.4864766,3,30,41.54380471
28000,140770,209726,HomeImp,ProfExe,5,0,0,190.329522,0,27,38.88660597
28000,49764,74526,DebtCon,Other,24,,1,294.594783,1,30,37.61130938
28000,62376,104073,DebtCon,Other,16,1,0,146.1419296,0,30,39.75984964
28000,77322,118082,DebtCon,Other,7,0,0,80.65809369,1,31,38.8154384
28000,68000,106000,HomeImp,Other,6,,,114.7,11,21,
28000,86600,127000,DebtCon,ProfExe,6.5,0,4,234.3666667,5,35,
28000,28042,63500,DebtCon,ProfExe,14,2,4,121.7333333,4,28,
28000,96015,127551,DebtCon,ProfExe,0,1,0,196.5234881,3,37,34.87164312
28100,100420,207737,DebtCon,Other,22,0,0,197.1981219,0,19,26.37254872
28100,135991,183598,DebtCon,Mgr,0,,,131.5891244,,38,31.08561766
28100,96160,128767,DebtCon,Office,10,0,1,154.672858,0,29,41.11794458
28100,86778,110851,DebtCon,Office,9,0,0,398.4023372,0,44,41.04058878
28100,32470,54522,DebtCon,Other,35,0,0,295.4966835,0,23,38.7994829
28100,61000,99000,DebtCon,Mgr,7,0,1,129.1666667,1,31,
28100,72100,112000,DebtCon,ProfExe,20,4,1,120.7333333,1,58,
28100,112564,162129,DebtCon,ProfExe,7,0,0,115.564462,2,26,33.09168147
28100,75768,,DebtCon,Other,9,,0,133.121867,3,33,46.75180011
28200,90485,123674,DebtCon,Other,1,0,1,189.7347419,2,25,41.67698554
28200,76011,129352,DebtCon,Office,1,0,0,302.8032607,0,23,36.39047361
28200,58232,97555,DebtCon,Other,17,0,1,130.4507649,0,29,38.0927303
28200,44363,72966,DebtCon,Mgr,16,1,0,82.27059459,6,16,34.98052537
28200,61038,87534,DebtCon,Other,8,0,0,137.4878193,3,30,39.3600186
28200,118728,160486,DebtCon,ProfExe,7,0,0,112.5208179,2,26,34.53734229
28200,109184,207035,DebtCon,Other,23,0,0,179.9377509,0,18,23.66245669
28200,44321,63050,DebtCon,Office,19,0,0,182.2473057,2,22,32.47716703
28200,185607,227617,DebtCon,ProfExe,0,0,0,311.0627554,0,33,42.435285
28200,,117181,DebtCon,Mgr,9,0,0,170.6461537,0,26,31.60143615
28200,148455,191419,HomeImp,Self,1,0,0,186.9830429,0,17,39.56330308
28200,100353,131386,DebtCon,Office,9,0,0,146.0654833,0,28,38.67920763
28200,51663,92860,DebtCon,Other,24,0,1,172.3406543,0,20,26.9130048
28200,148772,186023,HomeImp,Self,3,0,0,203.5758597,1,17,43.30465807
28200,66242,109762,DebtCon,Other,8,0,1,130.9695654,0,21,60.29541349
28300,72572,117311,DebtCon,Other,6,0,0,85.79724815,1,32,39.8765037
28300,,29512,HomeImp,Other,24,0,0,78.10906973,2,14,30.51328344
28300,126942,166797,DebtCon,Mgr,0,0,0,244.7222847,1,23,33.394854
28300,105000,147000,DebtCon,ProfExe,11,0,0,162.3666667,1,17,
28300,71973,119224,DebtCon,Other,4,0,0,89.37995232,2,32,39.98105906
28300,68959,102048,DebtCon,ProfExe,12,0,0,278.7147042,1,32,39.93275013
28300,130028,178918,DebtCon,Mgr,2,,,113.9426389,,39,33.44016163
28300,137159,186153,DebtCon,Mgr,0,,,112.1728125,,38,29.87473149
28300,145931,239990,HomeImp,ProfExe,27,0,0,357.2309538,0,19,38.26846999
28300,104686,136033,HomeImp,ProfExe,13,0,2,291.1716614,1,27,5.762994872
28400,90823,126845,DebtCon,Other,1,0,0,188.7734549,1,25,42.89671511
28400,72870,95647,DebtCon,Office,11,0,0,139.0452547,0,20,37.82067846
28400,46126,66942,DebtCon,Office,18,0,0,180.6683082,2,21,33.76903515
28400,150784,192411,HomeImp,Self,0,0,0,173.3054934,1,16,41.54325414
28400,197852,243593,DebtCon,Other,10,0,0,111.1086801,2,26,41.21496534
28400,207687,242544,HomeImp,Other,8,0,0,134.0076805,0,41,41.29838663
28400,106020,206030,DebtCon,Other,22,0,0,188.7524695,0,18,25.33037232
28400,112996,175817,DebtCon,Sales,17,0,0,303.2820551,1,31,36.2890026
28400,53480,90560,DebtCon,Other,24,0,1,174.4747237,0,19,24.49083911
28400,183314,232345,DebtCon,ProfExe,1,0,0,300.9043101,1,32,42.3362269
28400,36484,73478,DebtCon,Mgr,13,1,0,100.9750908,6,16,34.76399378
28400,206126,238745,HomeImp,Other,9,0,0,119.0697634,1,42,41.67018774
28500,49461,83352,DebtCon,Other,21,0,0,210.0250584,0,26,37.3017641
28500,73188,111925,HomeImp,Other,5,,,123.6131744,11,21,44.52055475
28500,97262,131830,DebtCon,Office,10,0,0,168.8035325,0,29,42.3249247
28500,,41763,DebtCon,Other,12,1,,92.8669886,,13,21.901856
28500,108293,135317,DebtCon,Other,5,0,0,219.6152519,4,43,31.20973109
28500,84908,108385,DebtCon,Office,10,0,0,384.2850469,0,45,41.34201094
28500,43413,73248,DebtCon,Mgr,13,0,0,102.5670171,6,16,35.67150508
28500,100145,130522,DebtCon,Office,10,0,0,137.9428692,0,29,39.07258918
28500,137174,186118,DebtCon,Mgr,1,,,115.2948111,,39,32.87512565
28500,29338,62220,,Office,2,0,0,113.2059238,1,6,36.87709851
28600,32136,51599,DebtCon,Other,35,0,0,284.0838485,0,23,39.54773379
28600,94165,130285,DebtCon,Office,10,0,1,137.8133309,0,28,42.08001604
28600,85174,127306,DebtCon,Other,1,0,0,193.0739135,1,24,40.65624858
28600,136546,185507,DebtCon,ProfExe,0,0,0,212.3140985,3,19,40.51680132
28600,26189,50409,DebtCon,Other,36,0,0,287.4961733,0,23,38.6443946
28600,39009,75893,DebtCon,Mgr,12,1,0,85.62551999,6,15,33.97581441
28600,105907,156126,DebtCon,ProfExe,10,0,0,165.090735,1,17,33.23130088
28600,31634,65157,,Office,5,0,0,119.3620256,1,6,40.15941877
28600,126189,167157,DebtCon,ProfExe,19,0,2,239.2270359,0,26,31.01274893
28700,107281,155874,DebtCon,ProfExe,10,0,0,173.8358358,0,17,32.74036849
28700,137247,186685,DebtCon,Mgr,0,,,110.4950024,,39,30.85972433
28700,131767,214558,DebtCon,ProfExe,10,0,0,238.794891,2,27,20.52327227
28700,67951,106093,DebtCon,ProfExe,11,0,0,263.7439223,0,32,40.21223483
28700,133188,179454,DebtCon,ProfExe,1,1,0,223.3486635,1,19,41.13615926
28700,25190,59841,DebtCon,Office,1,0,1,201.1767833,0,11,35.72928694
28800,204455,245685,HomeImp,Other,8,0,0,123.3967471,1,42,42.34547139
28800,132019,168828,DebtCon,Mgr,0,0,0,231.286134,1,24,35.49030567
28800,,121560,DebtCon,Mgr,8,1,0,175.2063398,0,26,31.61203845
28800,151328,194243,HomeImp,Self,2,0,0,174.9770528,0,17,42.11254013
28800,,44761,DebtCon,Other,10,0,,84.72826796,,14,22.84166319
28800,134144,185910,DebtCon,Mgr,2,,,122.5038922,,39,30.33821943
28800,30357,56776,DebtCon,Other,35,0,0,294.4200214,0,22,37.53746125
28900,225000,285000,DebtCon,ProfExe,15,0,1,258.7333333,2,26,
28900,135770,188368,DebtCon,ProfExe,0,1,0,229.7532224,2,19,40.63187139
28900,91683,127833,DebtCon,ProfExe,0,1,0,187.2424028,3,37,33.16875685
28900,134509,211558,DebtCon,ProfExe,10,0,0,247.8444526,2,27,20.61070665
28900,89945,124453,DebtCon,Other,2,0,0,194.9102495,2,25,42.71977457
28900,,117991,DebtCon,Mgr,7,0,0,159.5500246,0,27,32.16500253
28900,63748,36392,DebtCon,Sales,9,4,1,124.2478986,6,23,44.57850006
28900,102108,147463,DebtCon,Mgr,19,0,0,205.8658949,0,13,41.65421132
28900,75887,117989,DebtCon,Other,4,0,0,92.09054215,2,32,40.77888843
28900,77916,130728,DebtCon,Office,2,0,0,290.7726081,1,23,39.09547645
28900,109888,182229,DebtCon,Sales,16,0,0,302.2264177,1,30,33.3190619
28900,29515,49525,DebtCon,Other,36,0,0,288.6562467,0,24,39.60580772
29000,152065,192445,HomeImp,Self,2,0,0,166.9485683,0,16,41.56383925
29000,32109,49912,DebtCon,Other,34,0,0,278.5650034,1,23,39.79656076
29000,149900,201000,,Self,5,4,4,131.9333333,1,29,
29000,79000,,HomeImp,ProfExe,8,0,1,189.7,1,33,
29000,72478,113000,DebtCon,Other,1.5,0,6,114.6666667,4,12,
29000,101824,,DebtCon,Mgr,4,2,4,186.7,0,14,
29200,116202,160084,DebtCon,ProfExe,6,0,0,124.1214617,3,26,32.64452984
29200,50105,83815,DebtCon,Other,21,0,0,188.2010287,0,26,35.59575067
29200,139299,180818,DebtCon,ProfExe,1,0,0,226.8611449,1,19,40.81730925
29200,99600,143000,DebtCon,Other,15,0,0,232.3333333,1,40,
29300,228059,291314,DebtCon,ProfExe,16,0,1,259.6772021,2,26,28.17364554
29300,68024,115954,HomeImp,Other,6,,,109.9150205,11,21,44.36917076
29400,119256,160683,DebtCon,ProfExe,6,0,0,109.121197,3,27,33.30176289
29400,48800,86000,DebtCon,Other,5,1,0,52.76653273,2,21,
29400,39354,75553,DebtCon,Mgr,13,1,0,77.34259704,6,15,35.11044889
29400,109457,145453,DebtCon,Other,15,0,0,222.858711,1,40,40.69741846
29500,232801,289260,DebtCon,ProfExe,13,0,0,264.4315076,2,25,26.98136309
29500,50079,80222,DebtCon,Office,1,0,0,147.9901182,2,19,38.139022
29500,48590,81354,DebtCon,Office,0,0,0,157.0263263,3,18,40.17061829
29500,118000,169900,DebtCon,Mgr,8,0,0,138.9666667,1,23,
29600,233916,291490,DebtCon,ProfExe,15,0,1,259.7334653,2,25,25.10508606
29700,46268,79463,DebtCon,Office,0,0,0,161.276029,3,19,40.26196223
29700,100657,148653,DebtCon,Other,14,0,0,221.9253115,0,40,42.30290733
29800,134560,187551,DebtCon,ProfExe,1,0,0,225.0922987,1,19,39.21193749
29800,225481,290762,DebtCon,ProfExe,13,0,1,239.3216306,1,26,24.77798542
29800,34000,71000,DebtCon,Other,10,,,115.6666667,,24,
29900,230499,294326,DebtCon,ProfExe,15,0,1,250.4910072,2,26,27.92066177
29900,135955,182161,DebtCon,ProfExe,0,0,0,235.3710385,2,18,38.69974659
29900,73506,115000,DebtCon,Mgr,11,0,0,77.13333333,1,35,
29900,22000,,DebtCon,Other,2,2,0,81.13333333,11,10,
29900,131756,167302,DebtCon,Mgr,0,0,0,237.5622414,1,24,35.04310052
30000,74975,118886,DebtCon,Mgr,12,0,0,85.0457549,0,34,26.34913193
30000,77853,114746,HomeImp,Other,6,,,114.5837225,10,21,43.29474364
30000,79044,118685,DebtCon,Mgr,12,0,0,92.11887554,1,34,27.22498526
30000,12223,35875.06,DebtCon,Other,28.5,0,0,199.8333333,0,15,
30000,187000,293000,DebtCon,Other,28,0,0,156.6333333,0,23,
30000,32657,76000,DebtCon,Other,,,,288.3333333,0,16,
30000,48000,97000,DebtCon,Office,3,0,0,173.5,2,25,
30000,224000,282000,DebtCon,ProfExe,5,0,1,209.3666667,0,30,
30000,8875,57000,DebtCon,Other,0,0,0,100.4666667,1,6,
30000,,50000,HomeImp,Office,4,0,1,118.6666667,1,15,
30000,17696,53100,DebtCon,Mgr,20,4,5,147.8666667,0,28,
30000,176000,240000,DebtCon,ProfExe,1,1,0,198.8666667,2,13,
30000,,46200,,,0,1,3,200.9333333,10,15,
30000,109583,153132,DebtCon,ProfExe,10,0,0,162.3840072,1,16,33.76030524
30000,15214,38094,DebtCon,Other,26,0,0,199.4697909,0,15,39.5498738
30000,20000,38000,DebtCon,Other,0.9,0,0,59.83333333,0,7,
30100,24350,40356,DebtCon,Other,0,0,0,81.8402502,0,6,13.40999565
30100,92249,,HomeImp,Office,2,1,0,180.6801536,0,21,31.08912029
30100,138322,186139,DebtCon,ProfExe,2,0,0,215.750868,2,19,39.1891416
30100,228006,285921,DebtCon,ProfExe,15,0,0,250.5398841,2,25,27.81329141
30100,78124,116280,DebtCon,Mgr,10,0,0,73.75338352,1,35,26.40633196
30100,42747,71360,DebtCon,Other,10,,,89.51626546,,24,34.03666376
30200,36000,73500,DebtCon,Office,14,0,1,202.9666667,0,33,
30200,80951,116160,DebtCon,ProfExe,19,4,0,130.3603618,0,58,50.35299879
30200,124000,171366,DebtCon,Mgr,13,0,0,176.5,2,28,
30200,20956,39333,DebtCon,Other,0,1,0,73.39179752,0,7,13.49536737
30200,106594,148695,DebtCon,Other,13,0,0,239.918405,1,39,41.27520899
30200,34955,79556,DebtCon,Other,8,,,121.0233134,,23,32.8045306
30300,137927,182588,DebtCon,ProfExe,1,1,0,248.980672,1,18,40.36185207
30300,,52545,,,1,1,3,187.7221845,10,15,2.594364447
30300,54352,79302,DebtCon,Office,0,0,0,152.2027769,3,19,41.62936282
30300,109859,153240,DebtCon,ProfExe,10,0,0,172.6879798,0,17,34.54949648
30300,18306,66747,DebtCon,Other,1,0,0,95.18143755,1,6,37.58289841
30300,36014,76525,DebtCon,Mgr,14,0,0,88.93446885,5,16,34.9372716
30400,45747,78829,DebtCon,Office,0,0,0,174.3637482,3,18,41.25679468
30400,40386,68120,DebtCon,Mgr,12,1,0,98.82015368,5,15,34.02025719
30400,46948,80473,DebtCon,Office,0,0,0,151.5970972,2,19,37.75387662
30400,55429,103948,DebtCon,Office,3,0,0,182.4841642,1,25,35.15098079
30500,77246,121758,DebtCon,Mgr,10,0,0,79.21417248,0,34,26.52174054
30500,57516,103086,DebtCon,Office,3,0,0,166.1995272,2,24,37.81408909
30500,113822,148478,DebtCon,ProfExe,10,0,0,165.7882784,0,16,31.16320701
30500,108736,147531,DebtCon,Other,13,0,0,228.6103591,1,40,43.12276156
30500,138082,181157,DebtCon,ProfExe,2,1,0,219.2473072,1,19,40.87469852
30500,10952,65166,DebtCon,Other,0,0,0,91.95160351,1,6,37.69262438
30500,124225,181129,DebtCon,Mgr,11,0,0,189.4391712,2,28,43.16839173
30500,18375,61738,DebtCon,Mgr,20,3,5,141.7031333,0,28,45.3547887
30600,35332,71898,DebtCon,Other,10,,,115.2108955,,24,33.07135028
30600,78355,124426,DebtCon,Mgr,11,0,0,81.22339757,1,34,25.94257777
30600,231344,284199,DebtCon,ProfExe,7,0,1,202.5286035,0,29,15.82390006
30600,54372,78653,DebtCon,Office,0,0,0,156.4135697,3,19,40.61109433
30700,36804,83295,DebtCon,Other,,,,289.3998161,0,15,42.21386978
30700,14834,64870,DebtCon,Other,1,0,0,99.70436212,1,5,36.69232406
30800,129062,176389,DebtCon,Mgr,13,0,0,184.3193761,2,28,40.89430209
30800,29226,44735,DebtCon,Other,1,0,0,66.24471976,0,7,13.78396544
30800,15428,45495,DebtCon,Other,28,0,0,200.5091243,0,15,42.38798551
30800,195221,293118,DebtCon,Other,29,0,0,151.9574182,0,22,38.18102732
30800,147577,187129,DebtCon,Office,11,0,0,,0,0,42.36225264
30800,21172,37333,DebtCon,Other,30,0,0,208.4986963,0,15,41.35817107
30800,125787,175196,DebtCon,Mgr,13,0,0,157.8776807,2,29,41.35097453
30800,54981,82038,DebtCon,Office,2,0,0,165.0778474,2,19,41.23925628
30900,230978,291013,DebtCon,ProfExe,12,0,1,268.394238,1,26,26.24819069
30900,189798,301984,DebtCon,Other,28,0,0,150.9173633,0,22,37.23650784
30900,106717,,DebtCon,Mgr,4,2,4,172.4323547,0,13,47.79590611
30900,190480,298239,DebtCon,Other,27,0,1,164.6048706,0,23,39.60145213
31000,133471,188154,DebtCon,ProfExe,0,0,0,218.5382606,2,18,40.31508349
31000,67794,103535,DebtCon,Mgr,7,0,1,116.8989899,1,31,44.06542878
31000,37507,71612,DebtCon,Other,10,,,112.8714443,,24,31.78445617
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
